patient,group,mediaAccX,mediaAccY,mediaAccZ,stdAccX,stdAccY,stdAccZ,kurAccX,kurAccY,kurAccZ,skwAccX,skwAccY,skwAccZ
53,B,-7.73151906871233e-05,-0.000226923470327508,0.0004065415082391,26.8267636233941,22.8296311376756,24.1189007757274,6.5441405178301,11.1411511737787,6.97323736625258,-0.000790853502218498,-0.000554664405010967,-0.00134730903052473
54,B,-0.000348030271859632,0.000256736137956899,0.000489104992253639,37.7671564357227,28.2252076045046,26.2241791995797,5.13209248578767,12.8440198626965,5.27995552711989,-0.00174137108255428,-0.00129729181180807,-0.000489706198895559
55,B,-0.000174984143953194,-9.32783722417189e-05,0.000872132342476834,40.2986629998651,33.1610168050832,26.2017041414655,6.42597562779293,18.2901769486866,5.47097132346433,0.00168687559673109,0.002732460497705,-0.00108931334829895
56,B,-0.000138238998325211,-0.000129220307276337,-0.000227970036814537,23.1646434583061,20.4377459887342,26.7398264911409,6.51887211628156,13.9181944517028,7.27614116641517,0.000282923900577118,-5.16360747937082e-05,-0.000482302065685707
57,B,-0.00012986275729539,-9.62289050271468e-05,-0.000150332023736122,24.6978468168632,27.0302892489837,29.9309018324416,5.54318704775175,9.53551455609991,6.09612645006846,9.66682568606251e-05,0.000286037761166567,-0.000316925814163157
58,B,0.000137973430748297,0.000233282411548796,-2.63370090875057e-05,31.8951488188178,38.0990631697979,28.6301722913423,5.4791565381395,9.31429457097938,6.41103203813686,-0.000124204068793512,-0.000743681914384873,-0.00049882110806796
59,B,-0.000328125847045885,2.98053337476104e-06,7.03566750492776e-07,33.118401139309,27.9599050609794,27.017393999198,5.58570475533029,18.3578126130714,6.49617005724432,0.000262434169126646,-0.00578375645321502,-0.000998407066530947
60,B,8.67782696859362e-05,-3.4745592989315e-05,-4.57191602170869e-05,39.8227217631177,36.9088144354948,40.7489943095449,8.94221259534046,9.97928221098944,10.086749951167,-0.0035836419566392,0.00151052253968441,-0.00246750822325274
61,B,-0.000112459465688498,7.68785889098478e-05,1.96644460928986e-05,39.4829510764675,28.2746613472109,27.4592436517028,8.61547852559603,15.4653608296875,6.50336282107563,0.000167211882010214,0.00153169829585004,0.00146506614398343
62,B,-9.80413301990932e-06,-4.54300912088116e-05,5.87776911182444e-05,24.7913254987144,26.3468817032497,26.3701657847883,5.63352251001953,46.2841329532958,5.24265195310645,-0.000945238723617438,-0.00575867664281023,-0.000621693100795474
63,B,-0.000370041273564477,1.73543274591829e-05,0.000318986049675109,28.4118999962556,19.9202641603014,21.7879854785921,7.06902526842904,16.3845260266175,6.9531080175074,-0.000202871989105711,0.0002553816301906,0.00105689080171372
64,B,-7.57716424333036e-05,-6.18193402665661e-05,0.000338968011003861,32.5386073148162,24.8835697924245,24.6032016885849,6.46213332635265,20.3643513461184,7.25142904284012,-0.00409961415330128,0.00479580565309817,0.000581549122453833
65,B,-0.000582886440687423,-0.000838145223700904,0.0013632955410753,48.7729159329546,34.6607972106995,38.6913265650684,6.93910814407719,9.86007682437337,6.69831955494345,-0.00152482035891319,0.00243784736111078,0.000197012739707965
66,B,0.000247717981364614,4.34435685710059e-05,-0.000207323368034226,30.3189120809397,22.9969064345673,20.2874164809797,7.16823036220607,25.2628694358612,8.089844451088,-0.000949448572954812,-0.0148132323274455,0.000796620257974345
67,B,-0.000961144296015371,-0.000558952113566341,0.000845967495622635,35.0182686105281,32.1408944813654,25.1332582906684,7.60112194580922,12.225624835235,10.4835657931677,-0.00021259045198305,0.001745167114417,-0.00079846210667014
68,B,-0.000755850215198412,-0.000109313240579655,7.1668892229647e-05,41.6352588070442,32.6212526648473,28.7023178295375,7.22538501420947,12.0694493005826,5.58147628273714,-0.00278998208727279,0.00249568924194161,0.00229035143782271
69,B,-0.000822791461691658,-0.000356877819737332,0.00155915872031288,36.5181218040246,28.2817395506077,32.3581812937293,5.06027771404225,13.2647910856926,7.76004558170303,-0.00710414780516425,0.000805648876599531,0.000706349371375099
70,B,9.15079622179519e-05,-3.3716631599029e-07,-5.60572851580229e-05,40.5170985776758,39.8492187803402,33.4829348075263,10.9238101293312,10.95864415671,11.153864229642,-0.000360580251579303,0.000313638403470552,-0.0196156990418409
71,B,-4.55932060219034e-05,6.50091620109894e-06,-0.000315450329843954,37.2704743175421,30.9633721477401,32.852093449657,6.20462394153321,14.4431125494757,5.79690866729575,-0.000980909321340542,0.00837998571689337,0.000104964381500429
72,B,-0.000679124654695673,-0.000134258565511862,0.000148988919669467,35.0701200800762,33.9945295970771,29.0854407401656,7.92734799933595,14.1544770516963,7.17397859378647,-0.00195550208913328,0.00172193395006766,0.000574617472618925
73,B,4.34158464314513e-05,7.73030871712365e-06,2.51236789914517e-05,41.7717183531089,31.0136966921977,35.7900145098071,6.33503986949618,11.2626383655681,7.4852872642642,-0.00633115399680427,0.00116482433967598,0.00334137025804755
74,B,1.63229383359067e-05,5.19726631985182e-06,-4.19578374660998e-05,32.7590894320431,28.3992078888316,23.9195328193876,4.73592357890517,9.45084076158293,5.28746982541848,-0.000677844958374039,0.000596855368110564,0.000494475867885097
75,B,-0.000115725167770644,-0.00015191538007341,0.000349630355960544,24.3916694724859,17.6040596438257,19.1636995586365,8.78003535268264,16.9521031384024,7.1872379207148,-0.000550671875276565,-0.00223293824018524,0.000342045693922345
76,B,2.84765194157003e-05,5.8814259462817e-05,-0.000141292230993761,51.5080596935645,40.0803316895423,37.0604578835545,6.87698048010412,9.65802790168867,3.86827050285493,0.000816697992323405,-0.00569543299939697,0.00137923262545142
77,B,6.23832127139803e-05,5.68815918271071e-05,-4.33742520180814e-05,27.0277558436488,31.7821672625252,25.5133755529629,6.90744360159673,55.3160020109164,7.84335830782867,-0.000211097861610297,0.0122839849836126,-0.00252643273914065
78,B,-0.000500569081785544,-0.00108044356188628,0.000884326897865824,37.7869979079699,31.6972628781103,27.0758877463175,8.97660554820013,11.0063858540206,8.86273320494102,-0.0044947976510023,-0.00291087295952203,-0.00107076680200439
79,B,0.000263366285363226,-6.93119840378848e-07,0.000526859636772395,33.3786714115835,34.6880824926138,36.6828850252868,11.2595793907002,14.0508683792049,6.66795826028272,0.00482851761865599,-0.000215706322789155,-0.0044641891666809
80,B,-3.00079469749634e-05,3.80409901483471e-05,-4.42692135653103e-06,44.5808317164087,39.5824872345585,36.5124074304607,28.8402608553005,15.7394442754004,7.54853784141174,-0.0135890065982691,-0.0244043164533258,-0.000218232947559411
81,B,0.000215264427791196,2.8484278581283e-06,-9.45091469984402e-05,40.8535550511395,32.0637102637309,32.5444420643699,6.57395234149158,17.5290856602006,5.48301575086447,-0.000932594194780565,0.00592058481464391,0.000339775540431415
82,B,-0.000362962017177988,-1.80642441742917e-05,0.00104407221774615,39.2992649439009,32.0518596120111,28.3038508453535,7.40010464465193,18.1035036763569,8.8351579705757,0.00052752048354346,0.00340280569781528,-0.000157643485880204
83,B,0.000147053930016548,0.000104053592580819,-0.000148265852738456,31.0419045672256,28.0771540088472,28.0135112190846,7.04179884993233,16.2533693135346,5.55881240252077,-0.00613384745289077,0.00538067387478626,0.000730571141460859
84,B,-3.93493778249476e-05,4.0224954022286e-07,-4.32263526115458e-05,31.8699512125028,19.3590643285696,20.6046093863133,10.4124551060595,23.7505134368713,10.0061887449755,-0.00124397788028204,-0.00644081410340101,0.00113724252963274
85,B,-1.04962820421251e-05,1.13595738603334e-05,1.24766961119402e-05,14.6065373392988,13.1868469168467,14.4491185630403,8.01837239688946,15.0487412087172,9.43265934657829,0.00256998490599864,-0.000301119333447222,0.00112538682501412
86,B,-5.58485524856689e-05,8.22817601778929e-05,-0.000100919028399939,35.3480534739934,32.0539748118961,32.2330330447146,5.98447194275778,11.4648256530745,5.1598725374721,-0.00392632813167187,-0.00165141600901161,-0.00123163243552569
87,B,-0.00194248373819997,-0.00102102487021831,0.00105319515067322,44.6877648014045,34.74097996758,33.7048977824594,5.4259548647152,11.7842749533601,6.48247589611096,-0.0242880757859186,-0.0062730777646402,0.000321042317807879
